Order ID,Order Date,Region,Category,Segment,Product,Sales,Profit,Quantity
ORD-1701,2022-01-30 05:00:00,West,Furniture,Home Office,Phone,596.61,162.6,2
ORD-1702,2022-01-30 06:00:00,North,Furniture,Home Office,Laptop,157.6,113.02,8
ORD-1703,2022-01-30 07:00:00,West,Office Supplies,Consumer,Table,222.61,182.88,3
ORD-1704,2022-01-30 08:00:00,North,Furniture,Home Office,Phone,262.97,293.67,3
ORD-1705,2022-01-30 09:00:00,North,Office Supplies,Home Office,Laptop,668.78,299.28,7
ORD-1706,2022-01-30 10:00:00,West,Office Supplies,Consumer,Table,654.21,234.67,6
ORD-1707,2022-01-30 11:00:00,West,Furniture,Home Office,Printer,595.69,127.25,7
ORD-1708,2022-01-30 12:00:00,West,Furniture,Consumer,Binder,325.45,153.39,6
ORD-1709,2022-01-30 13:00:00,West,Technology,Consumer,Phone,434.01,113.45,9
ORD-1710,2022-01-30 14:00:00,East,Technology,Consumer,Binder,187.02,295.82,2
ORD-1711,2022-01-30 15:00:00,South,Technology,Consumer,Table,303.81,215.25,8
ORD-1712,2022-01-30 16:00:00,North,Office Supplies,Consumer,Binder,907.93,140.19,6
ORD-1713,2022-01-30 17:00:00,West,Furniture,Corporate,Binder,981.72,13.51,4
ORD-1714,2022-01-30 18:00:00,West,Office Supplies,Corporate,Chair,682.89,160.94,6
ORD-1715,2022-01-30 19:00:00,West,Furniture,Consumer,Table,925.14,295.34,6
ORD-1716,2022-01-30 20:00:00,East,Office Supplies,Corporate,Binder,678.47,161.69,3
ORD-1717,2022-01-30 21:00:00,West,Technology,Corporate,Laptop,129.88,62.9,8
ORD-1718,2022-01-30 22:00:00,West,Technology,Home Office,Table,997.09,16.41,5
ORD-1719,2022-01-30 23:00:00,West,Technology,Consumer,Chair,189.06,112.86,4
ORD-1720,2022-01-31 00:00:00,South,Office Supplies,Corporate,Phone,714.38,276.29,2
ORD-1721,2022-01-31 01:00:00,East,Furniture,Home Office,Printer,327.55,299.0,1
ORD-1722,2022-01-31 02:00:00,West,Furniture,Home Office,Binder,452.78,284.16,7
ORD-1723,2022-01-31 03:00:00,North,Technology,Consumer,Laptop,681.34,221.53,3
ORD-1724,2022-01-31 04:00:00,North,Technology,Consumer,Chair,492.84,171.86,3
ORD-1725,2022-01-31 05:00:00,North,Technology,Home Office,Table,325.49,181.3,3
ORD-1726,2022-01-31 06:00:00,East,Technology,Consumer,Printer,401.0,166.31,3
ORD-1727,2022-01-31 07:00:00,East,Furniture,Consumer,Printer,407.39,215.04,2
ORD-1728,2022-01-31 08:00:00,North,Office Supplies,Home Office,Binder,963.39,131.47,6
ORD-1729,2022-01-31 09:00:00,West,Office Supplies,Home Office,Chair,818.75,204.07,3
ORD-1730,2022-01-31 10:00:00,East,Office Supplies,Consumer,Chair,512.69,45.27,1
ORD-1731,2022-01-31 11:00:00,North,Office Supplies,Corporate,Laptop,279.84,87.05,9
ORD-1732,2022-01-31 12:00:00,North,Technology,Consumer,Phone,829.91,252.44,6
ORD-1733,2022-01-31 13:00:00,West,Technology,Corporate,Phone,241.46,272.09,6
ORD-1734,2022-01-31 14:00:00,South,Technology,Home Office,Phone,289.42,166.31,9
ORD-1735,2022-01-31 15:00:00,East,Office Supplies,Corporate,Printer,429.41,19.17,2
ORD-1736,2022-01-31 16:00:00,West,Technology,Home Office,Printer,892.31,278.82,9
ORD-1737,2022-01-31 17:00:00,North,Technology,Consumer,Table,218.61,213.6,3
ORD-1738,2022-01-31 18:00:00,North,Furniture,Consumer,Printer,210.01,130.07,3
ORD-1739,2022-01-31 19:00:00,West,Furniture,Home Office,Printer,544.58,183.53,3
ORD-1740,2022-01-31 20:00:00,East,Technology,Home Office,Chair,348.77,134.63,1
ORD-1741,2022-01-31 21:00:00,South,Furniture,Home Office,Table,611.86,144.95,7
ORD-1742,2022-01-31 22:00:00,South,Furniture,Consumer,Chair,506.47,267.17,7
ORD-1743,2022-01-31 23:00:00,North,Technology,Consumer,Laptop,491.46,56.71,2
ORD-1744,2022-02-01 00:00:00,East,Technology,Corporate,Laptop,200.78,40.06,6
ORD-1745,2022-02-01 01:00:00,South,Technology,Home Office,Table,226.94,10.79,4
ORD-1746,2022-02-01 02:00:00,East,Technology,Corporate,Table,838.97,101.06,7
ORD-1747,2022-02-01 03:00:00,East,Office Supplies,Consumer,Printer,897.29,52.75,7
ORD-1748,2022-02-01 04:00:00,North,Office Supplies,Corporate,Laptop,311.22,73.8,4
ORD-1749,2022-02-01 05:00:00,South,Technology,Corporate,Binder,202.11,13.26,3
ORD-1750,2022-02-01 06:00:00,West,Furniture,Consumer,Phone,148.08,75.89,7
ORD-1751,2022-02-01 07:00:00,North,Technology,Consumer,Printer,647.47,106.49,9
ORD-1752,2022-02-01 08:00:00,South,Technology,Home Office,Phone,743.82,19.15,4
ORD-1753,2022-02-01 09:00:00,South,Furniture,Corporate,Laptop,435.53,186.29,6
ORD-1754,2022-02-01 10:00:00,South,Office Supplies,Consumer,Phone,711.71,174.95,7
ORD-1755,2022-02-01 11:00:00,South,Technology,Consumer,Binder,741.66,38.14,3
ORD-1756,2022-02-01 12:00:00,South,Technology,Corporate,Binder,941.81,182.55,5
ORD-1757,2022-02-01 13:00:00,East,Office Supplies,Consumer,Chair,158.39,299.61,1
ORD-1758,2022-02-01 14:00:00,North,Office Supplies,Home Office,Table,273.06,283.9,6
ORD-1759,2022-02-01 15:00:00,East,Furniture,Home Office,Phone,161.67,10.77,5
ORD-1760,2022-02-01 16:00:00,West,Office Supplies,Corporate,Binder,881.19,240.66,7
ORD-1761,2022-02-01 17:00:00,South,Office Supplies,Home Office,Table,813.33,112.55,9
ORD-1762,2022-02-01 18:00:00,North,Office Supplies,Consumer,Table,617.18,28.46,4
ORD-1763,2022-02-01 19:00:00,South,Furniture,Consumer,Chair,175.3,95.84,9
ORD-1764,2022-02-01 20:00:00,North,Office Supplies,Consumer,Table,345.98,103.3,6
ORD-1765,2022-02-01 21:00:00,East,Office Supplies,Consumer,Table,367.95,161.74,5
ORD-1766,2022-02-01 22:00:00,North,Furniture,Corporate,Printer,604.67,201.71,2
ORD-1767,2022-02-01 23:00:00,West,Office Supplies,Home Office,Laptop,332.24,227.23,1
ORD-1768,2022-02-02 00:00:00,West,Office Supplies,Home Office,Chair,165.66,81.31,8
ORD-1769,2022-02-02 01:00:00,North,Furniture,Consumer,Chair,757.69,103.31,6
ORD-1770,2022-02-02 02:00:00,North,Technology,Corporate,Phone,369.17,99.43,7
ORD-1771,2022-02-02 03:00:00,North,Furniture,Consumer,Table,507.14,115.19,6
ORD-1772,2022-02-02 04:00:00,North,Office Supplies,Consumer,Phone,214.9,299.9,7
ORD-1773,2022-02-02 05:00:00,West,Office Supplies,Corporate,Printer,822.29,235.6,9
ORD-1774,2022-02-02 06:00:00,South,Office Supplies,Corporate,Binder,608.98,292.75,5
ORD-1775,2022-02-02 07:00:00,North,Furniture,Consumer,Table,911.43,211.0,1
ORD-1776,2022-02-02 08:00:00,North,Office Supplies,Home Office,Binder,545.92,127.82,1
ORD-1777,2022-02-02 09:00:00,West,Office Supplies,Consumer,Laptop,947.28,123.03,9
ORD-1778,2022-02-02 10:00:00,West,Furniture,Home Office,Printer,902.68,151.69,5
ORD-1779,2022-02-02 11:00:00,East,Technology,Home Office,Table,618.81,130.89,2
ORD-1780,2022-02-02 12:00:00,North,Technology,Corporate,Phone,940.5,250.21,3
ORD-1781,2022-02-02 13:00:00,East,Office Supplies,Corporate,Phone,390.78,144.85,1
ORD-1782,2022-02-02 14:00:00,West,Furniture,Consumer,Table,429.08,95.73,6
ORD-1783,2022-02-02 15:00:00,West,Office Supplies,Home Office,Phone,140.93,234.71,6
ORD-1784,2022-02-02 16:00:00,South,Furniture,Home Office,Table,630.28,257.78,3
ORD-1785,2022-02-02 17:00:00,North,Furniture,Consumer,Chair,749.73,131.92,3
ORD-1786,2022-02-02 18:00:00,East,Technology,Consumer,Phone,796.17,203.66,7
ORD-1787,2022-02-02 19:00:00,West,Technology,Consumer,Table,234.83,27.05,1
ORD-1788,2022-02-02 20:00:00,West,Furniture,Corporate,Table,499.74,163.54,5
ORD-1789,2022-02-02 21:00:00,East,Office Supplies,Consumer,Phone,259.18,23.04,3
ORD-1790,2022-02-02 22:00:00,South,Technology,Consumer,Chair,695.91,18.47,5
ORD-1791,2022-02-02 23:00:00,West,Office Supplies,Home Office,Phone,242.15,187.75,4
ORD-1792,2022-02-03 00:00:00,North,Technology,Consumer,Table,913.75,97.97,6
ORD-1793,2022-02-03 01:00:00,West,Technology,Home Office,Chair,307.57,225.34,9
ORD-1794,2022-02-03 02:00:00,North,Office Supplies,Home Office,Binder,362.26,269.86,2
ORD-1795,2022-02-03 03:00:00,East,Technology,Corporate,Laptop,865.82,50.42,8
ORD-1796,2022-02-03 04:00:00,North,Technology,Consumer,Phone,512.62,220.11,2
ORD-1797,2022-02-03 05:00:00,East,Office Supplies,Consumer,Printer,121.6,159.21,4
ORD-1798,2022-02-03 06:00:00,North,Technology,Home Office,Table,545.13,42.51,9
ORD-1799,2022-02-03 07:00:00,East,Technology,Corporate,Chair,176.09,198.96,4
ORD-1800,2022-02-03 08:00:00,North,Technology,Corporate,Chair,986.81,186.75,7
ORD-1801,2022-02-03 09:00:00,South,Office Supplies,Consumer,Binder,629.3,159.54,5
ORD-1802,2022-02-03 10:00:00,North,Furniture,Home Office,Phone,330.88,278.68,2
ORD-1803,2022-02-03 11:00:00,North,Office Supplies,Consumer,Printer,607.35,161.11,8
ORD-1804,2022-02-03 12:00:00,South,Furniture,Consumer,Chair,169.18,297.25,2
ORD-1805,2022-02-03 13:00:00,West,Technology,Consumer,Binder,819.9,157.68,3
ORD-1806,2022-02-03 14:00:00,West,Furniture,Consumer,Table,932.8,43.6,7
ORD-1807,2022-02-03 15:00:00,North,Office Supplies,Home Office,Binder,887.0,146.44,5
ORD-1808,2022-02-03 16:00:00,South,Office Supplies,Corporate,Phone,407.58,62.88,3
ORD-1809,2022-02-03 17:00:00,North,Technology,Consumer,Binder,393.19,183.17,2
ORD-1810,2022-02-03 18:00:00,East,Furniture,Consumer,Chair,131.58,211.01,6
ORD-1811,2022-02-03 19:00:00,East,Technology,Consumer,Chair,686.26,145.85,1
ORD-1812,2022-02-03 20:00:00,North,Technology,Consumer,Laptop,581.41,38.33,8
ORD-1813,2022-02-03 21:00:00,West,Office Supplies,Corporate,Binder,513.41,145.91,5
ORD-1814,2022-02-03 22:00:00,West,Furniture,Corporate,Table,916.87,33.62,5
ORD-1815,2022-02-03 23:00:00,North,Furniture,Corporate,Printer,251.09,207.82,2
ORD-1816,2022-02-04 00:00:00,North,Furniture,Corporate,Printer,108.7,239.21,7
ORD-1817,2022-02-04 01:00:00,East,Furniture,Consumer,Phone,165.98,289.09,5
ORD-1818,2022-02-04 02:00:00,West,Technology,Home Office,Laptop,301.03,53.15,8
ORD-1819,2022-02-04 03:00:00,North,Technology,Corporate,Binder,129.96,164.4,5
ORD-1820,2022-02-04 04:00:00,East,Office Supplies,Corporate,Table,552.56,174.59,9
ORD-1821,2022-02-04 05:00:00,West,Technology,Consumer,Laptop,382.68,277.52,5
ORD-1822,2022-02-04 06:00:00,South,Technology,Consumer,Chair,262.43,191.91,3
ORD-1823,2022-02-04 07:00:00,East,Office Supplies,Consumer,Phone,775.08,52.2,2
ORD-1824,2022-02-04 08:00:00,West,Office Supplies,Consumer,Binder,284.01,136.54,5
ORD-1825,2022-02-04 09:00:00,West,Office Supplies,Home Office,Printer,718.84,199.88,5
ORD-1826,2022-02-04 10:00:00,East,Technology,Home Office,Table,414.34,213.08,6
ORD-1827,2022-02-04 11:00:00,South,Technology,Corporate,Chair,560.64,260.29,2
ORD-1828,2022-02-04 12:00:00,East,Office Supplies,Home Office,Laptop,940.48,62.35,5
ORD-1829,2022-02-04 13:00:00,West,Office Supplies,Corporate,Phone,133.62,285.95,1
ORD-1830,2022-02-04 14:00:00,North,Office Supplies,Corporate,Laptop,550.24,27.15,3
ORD-1831,2022-02-04 15:00:00,North,Technology,Home Office,Printer,868.98,295.29,3
ORD-1832,2022-02-04 16:00:00,East,Technology,Corporate,Laptop,629.18,258.75,3
ORD-1833,2022-02-04 17:00:00,West,Furniture,Consumer,Table,349.18,201.48,3
ORD-1834,2022-02-04 18:00:00,North,Technology,Corporate,Chair,457.91,223.15,8
ORD-1835,2022-02-04 19:00:00,West,Technology,Consumer,Binder,712.24,31.08,1
ORD-1836,2022-02-04 20:00:00,East,Technology,Home Office,Table,901.73,22.03,6
ORD-1837,2022-02-04 21:00:00,North,Office Supplies,Home Office,Printer,136.96,39.51,6
ORD-1838,2022-02-04 22:00:00,West,Technology,Corporate,Phone,164.38,35.33,1
ORD-1839,2022-02-04 23:00:00,North,Office Supplies,Consumer,Printer,392.55,168.74,1
ORD-1840,2022-02-05 00:00:00,East,Furniture,Corporate,Printer,309.5,72.48,3
ORD-1841,2022-02-05 01:00:00,West,Furniture,Home Office,Laptop,338.44,259.46,8
ORD-1842,2022-02-05 02:00:00,North,Office Supplies,Corporate,Phone,299.14,139.27,6
ORD-1843,2022-02-05 03:00:00,East,Office Supplies,Corporate,Table,276.24,211.7,4
ORD-1844,2022-02-05 04:00:00,North,Office Supplies,Consumer,Printer,217.56,199.33,5
ORD-1845,2022-02-05 05:00:00,North,Technology,Home Office,Table,940.56,102.76,3
ORD-1846,2022-02-05 06:00:00,South,Furniture,Corporate,Binder,229.77,80.52,6
ORD-1847,2022-02-05 07:00:00,South,Office Supplies,Consumer,Laptop,283.96,109.31,6
ORD-1848,2022-02-05 08:00:00,East,Technology,Corporate,Table,321.64,241.03,6
ORD-1849,2022-02-05 09:00:00,South,Furniture,Consumer,Phone,939.71,180.02,9
ORD-1850,2022-02-05 10:00:00,East,Technology,Consumer,Printer,780.14,83.53,8
ORD-1851,2022-02-05 11:00:00,South,Furniture,Corporate,Binder,810.73,247.18,6
ORD-1852,2022-02-05 12:00:00,North,Technology,Home Office,Phone,194.28,25.88,2
ORD-1853,2022-02-05 13:00:00,East,Furniture,Home Office,Laptop,852.68,212.76,4
ORD-1854,2022-02-05 14:00:00,East,Furniture,Consumer,Binder,467.37,137.34,6
ORD-1855,2022-02-05 15:00:00,North,Technology,Home Office,Binder,336.54,222.07,9
ORD-1856,2022-02-05 16:00:00,East,Office Supplies,Consumer,Binder,618.18,278.96,2
ORD-1857,2022-02-05 17:00:00,East,Furniture,Home Office,Printer,839.96,227.51,6
ORD-1858,2022-02-05 18:00:00,South,Office Supplies,Corporate,Chair,800.79,138.17,7
ORD-1859,2022-02-05 19:00:00,East,Technology,Home Office,Binder,901.0,53.78,8
ORD-1860,2022-02-05 20:00:00,West,Office Supplies,Consumer,Phone,935.32,243.84,9
ORD-1861,2022-02-05 21:00:00,North,Office Supplies,Consumer,Phone,314.31,143.6,5
ORD-1862,2022-02-05 22:00:00,South,Office Supplies,Home Office,Laptop,481.47,31.84,9
ORD-1863,2022-02-05 23:00:00,South,Office Supplies,Corporate,Table,113.17,218.53,9
ORD-1864,2022-02-06 00:00:00,West,Office Supplies,Consumer,Table,891.39,94.64,7
ORD-1865,2022-02-06 01:00:00,North,Furniture,Consumer,Chair,239.11,24.18,2
ORD-1866,2022-02-06 02:00:00,North,Furniture,Consumer,Printer,875.33,271.8,8
ORD-1867,2022-02-06 03:00:00,South,Furniture,Consumer,Printer,396.45,150.1,5
ORD-1868,2022-02-06 04:00:00,East,Technology,Consumer,Binder,431.32,91.48,8
ORD-1869,2022-02-06 05:00:00,South,Office Supplies,Corporate,Chair,135.22,217.75,2
ORD-1870,2022-02-06 06:00:00,North,Furniture,Home Office,Laptop,394.19,266.91,7
ORD-1871,2022-02-06 07:00:00,West,Technology,Corporate,Laptop,899.53,10.09,5
ORD-1872,2022-02-06 08:00:00,South,Furniture,Corporate,Table,122.99,209.48,4
ORD-1873,2022-02-06 09:00:00,North,Furniture,Consumer,Laptop,465.69,232.43,6
ORD-1874,2022-02-06 10:00:00,South,Office Supplies,Corporate,Binder,128.26,70.88,5
ORD-1875,2022-02-06 11:00:00,East,Technology,Consumer,Phone,433.83,151.99,6
ORD-1876,2022-02-06 12:00:00,South,Office Supplies,Corporate,Laptop,255.38,35.89,9
ORD-1877,2022-02-06 13:00:00,South,Office Supplies,Consumer,Chair,327.0,226.56,1
ORD-1878,2022-02-06 14:00:00,North,Furniture,Consumer,Binder,889.84,255.76,1
ORD-1879,2022-02-06 15:00:00,North,Office Supplies,Corporate,Laptop,492.44,41.37,6
ORD-1880,2022-02-06 16:00:00,North,Technology,Corporate,Printer,346.42,246.77,2
ORD-1881,2022-02-06 17:00:00,South,Office Supplies,Home Office,Laptop,630.4,233.76,8
ORD-1882,2022-02-06 18:00:00,East,Office Supplies,Home Office,Printer,227.9,110.6,7
ORD-1883,2022-02-06 19:00:00,West,Office Supplies,Home Office,Binder,333.45,210.18,6
ORD-1884,2022-02-06 20:00:00,West,Furniture,Corporate,Laptop,591.62,10.01,4
ORD-1885,2022-02-06 21:00:00,North,Technology,Corporate,Printer,313.77,280.22,9
ORD-1886,2022-02-06 22:00:00,North,Furniture,Consumer,Phone,711.21,169.61,7
ORD-1887,2022-02-06 23:00:00,South,Furniture,Home Office,Table,542.34,189.9,7
ORD-1888,2022-02-07 00:00:00,West,Furniture,Consumer,Binder,794.79,202.75,5
ORD-1889,2022-02-07 01:00:00,North,Furniture,Consumer,Printer,953.42,172.8,1
ORD-1890,2022-02-07 02:00:00,East,Furniture,Consumer,Chair,204.22,258.46,2
ORD-1891,2022-02-07 03:00:00,East,Technology,Consumer,Laptop,401.2,186.81,8
ORD-1892,2022-02-07 04:00:00,North,Office Supplies,Home Office,Printer,387.59,273.25,5
ORD-1893,2022-02-07 05:00:00,North,Furniture,Consumer,Printer,236.06,178.88,2
ORD-1894,2022-02-07 06:00:00,West,Furniture,Corporate,Printer,829.27,59.63,5
ORD-1895,2022-02-07 07:00:00,West,Technology,Corporate,Table,783.89,274.93,8
ORD-1896,2022-02-07 08:00:00,South,Technology,Corporate,Chair,535.98,207.67,4
ORD-1897,2022-02-07 09:00:00,West,Office Supplies,Home Office,Chair,583.99,212.78,3
ORD-1898,2022-02-07 10:00:00,East,Technology,Consumer,Phone,153.59,295.79,5
ORD-1899,2022-02-07 11:00:00,East,Office Supplies,Home Office,Table,599.96,31.81,7
ORD-1900,2022-02-07 12:00:00,North,Furniture,Consumer,Printer,812.21,134.29,2
ORD-1901,2022-02-07 13:00:00,West,Furniture,Home Office,Binder,616.44,79.34,1
ORD-1902,2022-02-07 14:00:00,South,Office Supplies,Home Office,Table,338.78,192.82,5
ORD-1903,2022-02-07 15:00:00,East,Technology,Consumer,Table,700.79,243.98,7
ORD-1904,2022-02-07 16:00:00,East,Office Supplies,Home Office,Chair,425.34,290.23,8
ORD-1905,2022-02-07 17:00:00,South,Technology,Consumer,Phone,590.39,141.83,8
ORD-1906,2022-02-07 18:00:00,South,Furniture,Corporate,Phone,538.81,238.0,9
ORD-1907,2022-02-07 19:00:00,East,Technology,Corporate,Table,443.06,275.94,1
ORD-1908,2022-02-07 20:00:00,East,Office Supplies,Corporate,Table,746.99,208.16,7
ORD-1909,2022-02-07 21:00:00,South,Office Supplies,Home Office,Laptop,895.49,80.39,8
ORD-1910,2022-02-07 22:00:00,East,Furniture,Corporate,Printer,104.69,186.28,6
ORD-1911,2022-02-07 23:00:00,North,Technology,Consumer,Chair,940.25,291.29,4
ORD-1912,2022-02-08 00:00:00,North,Technology,Corporate,Printer,560.36,296.39,7
ORD-1913,2022-02-08 01:00:00,South,Technology,Corporate,Binder,730.66,196.28,3
ORD-1914,2022-02-08 02:00:00,West,Furniture,Home Office,Binder,870.06,267.23,2
ORD-1915,2022-02-08 03:00:00,South,Technology,Consumer,Phone,520.39,68.1,6
ORD-1916,2022-02-08 04:00:00,South,Office Supplies,Home Office,Chair,851.48,81.36,2
ORD-1917,2022-02-08 05:00:00,West,Technology,Home Office,Printer,259.86,286.34,6
ORD-1918,2022-02-08 06:00:00,West,Furniture,Consumer,Phone,243.25,49.22,3
ORD-1919,2022-02-08 07:00:00,West,Technology,Home Office,Binder,691.72,65.42,2
ORD-1920,2022-02-08 08:00:00,North,Technology,Consumer,Table,883.13,131.96,8
ORD-1921,2022-02-08 09:00:00,East,Office Supplies,Corporate,Chair,903.18,180.98,4
ORD-1922,2022-02-08 10:00:00,North,Technology,Consumer,Chair,679.37,185.11,4
ORD-1923,2022-02-08 11:00:00,East,Office Supplies,Consumer,Printer,572.94,94.67,7
ORD-1924,2022-02-08 12:00:00,North,Office Supplies,Consumer,Laptop,398.25,276.98,8
ORD-1925,2022-02-08 13:00:00,East,Furniture,Home Office,Printer,982.0,275.38,9
ORD-1926,2022-02-08 14:00:00,North,Office Supplies,Consumer,Table,387.73,123.7,8
ORD-1927,2022-02-08 15:00:00,West,Office Supplies,Consumer,Table,769.77,135.94,4
ORD-1928,2022-02-08 16:00:00,South,Furniture,Consumer,Phone,578.78,213.72,2
ORD-1929,2022-02-08 17:00:00,North,Office Supplies,Corporate,Chair,647.66,202.27,5
ORD-1930,2022-02-08 18:00:00,East,Furniture,Consumer,Phone,454.13,120.87,7
ORD-1931,2022-02-08 19:00:00,West,Technology,Home Office,Table,968.34,130.13,2
ORD-1932,2022-02-08 20:00:00,North,Furniture,Consumer,Laptop,614.51,110.93,4
ORD-1933,2022-02-08 21:00:00,North,Office Supplies,Consumer,Chair,944.01,78.26,6
ORD-1934,2022-02-08 22:00:00,West,Furniture,Corporate,Table,106.83,142.86,8
ORD-1935,2022-02-08 23:00:00,North,Office Supplies,Consumer,Laptop,615.4,209.07,6
ORD-1936,2022-02-09 00:00:00,South,Technology,Home Office,Printer,745.47,225.17,6
ORD-1937,2022-02-09 01:00:00,North,Furniture,Consumer,Binder,770.57,235.87,6
ORD-1938,2022-02-09 02:00:00,South,Technology,Home Office,Table,914.48,118.67,4
ORD-1939,2022-02-09 03:00:00,South,Office Supplies,Corporate,Binder,103.96,231.74,3
ORD-1940,2022-02-09 04:00:00,West,Office Supplies,Consumer,Phone,100.3,11.89,1
ORD-1941,2022-02-09 05:00:00,North,Technology,Corporate,Binder,525.04,148.34,2
ORD-1942,2022-02-09 06:00:00,West,Furniture,Consumer,Table,126.36,240.23,2
ORD-1943,2022-02-09 07:00:00,North,Furniture,Home Office,Binder,977.08,192.71,7
ORD-1944,2022-02-09 08:00:00,North,Office Supplies,Corporate,Chair,299.86,147.48,6
ORD-1945,2022-02-09 09:00:00,East,Technology,Consumer,Table,525.4,196.95,8
ORD-1946,2022-02-09 10:00:00,North,Technology,Home Office,Laptop,155.02,273.01,9
ORD-1947,2022-02-09 11:00:00,West,Furniture,Corporate,Binder,569.84,174.25,5
ORD-1948,2022-02-09 12:00:00,South,Furniture,Consumer,Chair,441.96,241.94,3
ORD-1949,2022-02-09 13:00:00,North,Furniture,Corporate,Phone,140.19,294.42,4
ORD-1950,2022-02-09 14:00:00,East,Technology,Consumer,Phone,401.61,214.61,8
ORD-1951,2022-02-09 15:00:00,West,Furniture,Home Office,Binder,452.29,176.26,3
ORD-1952,2022-02-09 16:00:00,North,Furniture,Home Office,Phone,990.93,20.87,2
ORD-1953,2022-02-09 17:00:00,West,Office Supplies,Corporate,Laptop,287.1,118.6,7
ORD-1954,2022-02-09 18:00:00,East,Furniture,Corporate,Table,590.3,173.98,4
ORD-1955,2022-02-09 19:00:00,East,Furniture,Consumer,Chair,988.58,241.19,8
ORD-1956,2022-02-09 20:00:00,West,Technology,Home Office,Printer,812.82,137.05,1
ORD-1957,2022-02-09 21:00:00,North,Technology,Consumer,Binder,994.03,288.42,8
ORD-1958,2022-02-09 22:00:00,South,Office Supplies,Home Office,Phone,971.47,88.82,5
ORD-1959,2022-02-09 23:00:00,East,Furniture,Corporate,Table,540.59,225.92,2
ORD-1960,2022-02-10 00:00:00,North,Office Supplies,Consumer,Printer,726.74,131.52,1
ORD-1961,2022-02-10 01:00:00,North,Technology,Consumer,Laptop,199.4,150.94,6
ORD-1962,2022-02-10 02:00:00,South,Office Supplies,Home Office,Phone,497.03,242.73,9
ORD-1963,2022-02-10 03:00:00,East,Technology,Home Office,Phone,828.12,95.9,9
ORD-1964,2022-02-10 04:00:00,East,Office Supplies,Home Office,Chair,554.8,38.08,9
ORD-1965,2022-02-10 05:00:00,North,Office Supplies,Corporate,Laptop,732.43,160.87,4
ORD-1966,2022-02-10 06:00:00,North,Furniture,Consumer,Laptop,771.18,163.35,6
ORD-1967,2022-02-10 07:00:00,South,Office Supplies,Home Office,Binder,328.12,241.18,6
ORD-1968,2022-02-10 08:00:00,South,Furniture,Corporate,Printer,888.13,290.81,5
ORD-1969,2022-02-10 09:00:00,East,Furniture,Home Office,Chair,513.84,26.04,2
ORD-1970,2022-02-10 10:00:00,West,Furniture,Consumer,Binder,289.17,181.59,7
ORD-1971,2022-02-10 11:00:00,East,Furniture,Home Office,Chair,878.87,207.57,1
ORD-1972,2022-02-10 12:00:00,North,Office Supplies,Consumer,Laptop,476.04,295.88,6
ORD-1973,2022-02-10 13:00:00,East,Technology,Corporate,Chair,775.28,283.35,5
ORD-1974,2022-02-10 14:00:00,West,Technology,Corporate,Chair,593.23,216.61,5
ORD-1975,2022-02-10 15:00:00,South,Technology,Home Office,Chair,443.68,161.32,8
ORD-1976,2022-02-10 16:00:00,West,Office Supplies,Consumer,Table,828.89,56.84,9
ORD-1977,2022-02-10 17:00:00,West,Furniture,Consumer,Table,626.02,121.41,7
ORD-1978,2022-02-10 18:00:00,West,Technology,Consumer,Printer,451.51,179.69,8
ORD-1979,2022-02-10 19:00:00,South,Office Supplies,Home Office,Printer,198.64,220.31,2
ORD-1980,2022-02-10 20:00:00,West,Furniture,Consumer,Laptop,905.9,194.27,2
ORD-1981,2022-02-10 21:00:00,West,Technology,Consumer,Chair,131.92,217.1,8
ORD-1982,2022-02-10 22:00:00,West,Furniture,Consumer,Laptop,876.87,134.45,6
ORD-1983,2022-02-10 23:00:00,North,Technology,Consumer,Table,423.97,221.01,8
ORD-1984,2022-02-11 00:00:00,West,Technology,Home Office,Chair,675.4,51.68,9
ORD-1985,2022-02-11 01:00:00,South,Technology,Home Office,Binder,929.98,57.15,9
ORD-1986,2022-02-11 02:00:00,West,Furniture,Consumer,Table,236.54,57.22,6
ORD-1987,2022-02-11 03:00:00,West,Office Supplies,Consumer,Table,610.26,268.35,8
ORD-1988,2022-02-11 04:00:00,South,Furniture,Corporate,Table,787.99,32.05,2
ORD-1989,2022-02-11 05:00:00,West,Technology,Corporate,Chair,781.83,242.44,8
ORD-1990,2022-02-11 06:00:00,South,Furniture,Consumer,Printer,573.07,77.74,3
ORD-1991,2022-02-11 07:00:00,West,Office Supplies,Consumer,Phone,662.27,145.84,1
ORD-1992,2022-02-11 08:00:00,South,Furniture,Corporate,Binder,781.77,275.63,7
ORD-1993,2022-02-11 09:00:00,West,Office Supplies,Corporate,Binder,856.92,179.92,1
ORD-1994,2022-02-11 10:00:00,West,Office Supplies,Consumer,Laptop,785.63,70.93,1
ORD-1995,2022-02-11 11:00:00,North,Furniture,Home Office,Chair,418.6,92.39,1
ORD-1996,2022-02-11 12:00:00,North,Technology,Home Office,Printer,997.05,276.93,4
ORD-1997,2022-02-11 13:00:00,West,Office Supplies,Consumer,Table,491.05,133.87,4
ORD-1998,2022-02-11 14:00:00,West,Furniture,Consumer,Phone,122.02,180.23,6
ORD-1999,2022-02-11 15:00:00,East,Office Supplies,Corporate,Chair,426.36,143.38,3
ORD-2000,2022-02-11 16:00:00,South,Technology,Corporate,Chair,215.0,119.75,6
ORD-2001,2022-02-11 17:00:00,East,Furniture,Home Office,Printer,209.3,74.75,7
